cod_ide,Cargo,Y,nEntidades_competencia,nDesem_ult_semana,cero_cuotas,nPorcentaje_cero_cuotas_ope,nPorcentaje_sal_cero_cuo,Amonestacion,nAmonestacion_suspension,nvarsaldocapital,herencia,nporcentaje_Herencia,nOperaciones,nProbMoraNoHeredada,nProbMoraHeredada,nRatio_crec_deuda,Edad,Clasificacion_Asesor_Urb_Rur,Genero,EstadoCivil,Estado_Civil_Sexo,nProductividad,nProductividad_dic,antiguedad,ingresoef,pregunta_1,pregunta_2,pregunta_3,pregunta_4,pregunta_5,pregunta_6,pregunta_7,pregunta_8,pregunta_9,pregunta_10,pregunta_11,pregunta_12,pregunta_13,pregunta_14,pregunta_15,pregunta_16,pregunta_17,pregunta_18,pregunta_19,pregunta_20,pregunta_21,pregunta_22,pregunta_23,pregunta_24,pregunta_25,pregunta_26,pregunta_27,pregunta_28,pregunta_29,pregunta_30
C00000457,ASESOR COMERCIAL JUNIOR 2,0,2,0.267332123411978,si,0.0103118564283613,0.00999889994362508,no,no,0.0510991452143723,si,0.0332444168693169,24,bueno,bueno,0.846471937776135,26,U,Masculino,Soltero,M_Soltero,1.145,bueno,30,SI,0.05524703258496544,0.2123659917897497,0.31701500497460444,0.12543782626151645,0.7946392505653346,0.37347456258789824,0.2511550817755467,0.8469227822120838,0.9551628453032263,0.8965218914233034,0.19127210195832123,0.8718653950505622,0.8186574523699754,0.2358417286393173,0.09179984870345481,0.3409971372820808,0.994987435323555,0.5035750158913054,0.08462586341547806,0.7683129548749198,0.9402939910176927,0.23460991388034613,0.1063449851274475,0.798848380545371,0.051918841697534024,0.4829354202912337,0.3778620789905329,0.9041356877739559,0.6247989919665425,0.34828207650197485
C00000458,ASESOR COMERCIAL JUNIOR 2,1,2,0.26105863058458,no,0.0,0.0,no,no,0.00293804075368622,si,0.0299513745546255,25,bueno,bueno,0.0,38,U,Masculino,Casado,Casado,1.0,bueno,26,NO,0.30675093009543686,0.9566931963693471,0.6504205901167935,0.15953210431951403,0.7338768238735617,0.07876689850096097,0.2951703436884301,0.5872152659555777,0.950143355442599,0.23911444905280133,0.5189695048128707,0.28954327702994564,0.739838333191755,0.8702531551579472,0.9556163792702164,0.9615975455591725,0.5568400462818242,0.24271114512880954,0.6890727266665272,0.8775025959752029,0.3134153354285064,0.9674489058109808,0.4535021204532904,0.573464143102906,0.1067122803825522,0.37431573954992403,0.40664703644036826,0.11366720280917209,0.02334896833757749,0.9692268417108643
C00000459,ASESOR COMERCIAL JUNIOR 2,1,6,0.261593047965999,no,0.0,0.0,no,no,-0.008928374680042,no,0.0,19,malo,bueno,1.02762770884382,45,U,Masculino,Casado,Casado,0.944444444444444,bueno,32,SI,0.8994163698750408,0.3682236601030511,0.09691161042867114,0.44236277073586716,0.3505827743729243,0.8353057005271797,0.5789533859231458,0.4021260231114916,0.25455389393638184,0.38315254100397433,0.7271318917758695,0.5890402841549602,0.2909622475864865,0.8145266591051599,0.32598165397596923,0.14540816028926262,0.05087120284012703,0.5628185043494575,0.6369812558489446,0.25873448007047184,0.5604676968132878,0.08870345870997076,0.49206138638233354,0.40967275730324737,0.9754416526759634,0.6999964446858558,0.5947174853156222,0.08490043775494027,0.3269166717643669,0.6292145075104121
C00000460,ASESOR COMERCIAL JUNIOR 1,1,2,0.240953827773142,no,0.0,0.0,no,no,0.0325725472009024,si,0.0,19,malo,bueno,0.918526496781909,31,U,Masculino,Soltero,M_Soltero,0.925,bueno,26,NO,0.9082080096028586,0.23023432117439435,0.4425172756005117,0.28649009542559933,0.22427579357851224,0.38609751447152574,0.8774042510980065,0.8678471021914779,0.8533260026153422,0.7100462190596597,0.4061712534210913,0.5987472467222289,0.8778896260677498,0.3504599484224685,0.8890665783286745,0.5902756663960446,0.1821477651033675,0.0960761745513925,0.011096749049624433,0.43363820152230315,0.9942035183094873,0.2455238178867999,0.6618237755468834,0.9249358399136856,0.9389756982238034,0.5016755405077804,0.03326891632632767,0.7724370423760869,0.05370003788538813,0.5129335394018096
C00000461,ASESOR COMERCIAL SENIOR,1,0,0.358799519349978,si,0.00512833999579213,0.000783903277701246,no,no,0.00927303715941061,si,0.0214467759679864,24,malo,bueno,1.11819345078133,33,U,Masculino,Casado,Casado,0.862068965517241,bueno,26,NO,0.6176529854112934,0.5968340909662025,0.47858104585180894,0.6497582543047389,0.19980339111782497,0.8051935993119403,0.6896116937560659,0.5312785220664532,0.08431644038183816,0.4728856096061035,0.7490231212681094,0.9239710553143029,0.3078902764806265,0.13942768485811152,0.09262982124421637,0.1309373194809358,0.729725249329468,0.6461062844323165,0.45899141224112405,0.6070066370224242,0.12438930816773186,0.7253226014922239,0.3208485527170505,0.4083155931300254,0.819349274201903,0.9167744453624557,0.285305075734822,0.5140446356446764,0.6504658027944114,0.8850572362657823
C00000462,ASESOR COMERCIAL MASTER,0,2,0.384228391819551,no,0.0,0.0,no,no,-0.00211052847513201,si,0.119558134077852,26,malo,bueno,1.10703110183525,29,R,Masculino,Otros,otros,1.02,bueno,26,NO,0.5781064639765264,0.20405156566698324,0.3336516024361609,0.6449715872516034,0.04677829730609484,0.4635380456436543,0.1253753065075084,0.1859546382626459,0.25767820761760374,0.16881020703481042,0.9484227342826012,0.44124269430845986,0.6044043221171599,0.12827960955806805,0.6946165679850493,0.14012901746570872,0.8648556959421304,0.6959243135009329,0.6171623375503251,0.6397152575652908,0.23244669448820332,0.5716392596690342,0.9730649112081701,0.9111451987330054,0.7277840860111712,0.733018208154554,0.5051993944035144,0.5222644531903129,0.17890350193729243,0.4888026919165893
C00000463,ASESOR COMERCIAL JUNIOR 2,0,3,0.362703641751549,si,0.00571428571428571,0.00567042244745633,no,no,0.00711280990066188,si,0.0255833681354132,21,bueno,malo,0.873764124293785,35,U,Masculino,Soltero,M_Soltero,0.811764705882353,bueno,26,NO,0.08300325351656235,0.5557579136399755,0.33132885819652425,0.42206870961938625,0.39960915849690193,0.30146133115507245,0.3488675794281004,0.17557774132559734,0.20612253214856713,0.7848880703832936,0.15293063880345714,0.9920683857815439,0.5907569993559528,0.3339148122577664,0.626487928397774,0.12929403977417608,0.9256702262965448,0.18672108016277877,0.8140821294876935,0.20971282464065377,0.23285700587350988,0.346657265051878,0.02641343384269823,0.38645505618623266,0.0892687628850285,0.9922813813619489,0.7701430996697595,0.4032178547887455,0.5852541611493043,0.43326038664090083
C00000464,ASESOR COMERCIAL SENIOR,1,3,0.32098512614613,si,0.00421069427700163,0.00054907115255359,no,si,-0.0289158725085296,si,0.162859784659801,21,malo,malo,0.923229044672782,34,U,Masculino,Soltero,M_Soltero,0.84,bueno,25,NO,0.47452597031218924,0.999743930770453,0.7436595883421075,0.7071720671084215,0.40833654272280484,0.8056419969760893,0.5982683262079529,0.8611033409829079,0.07229792462002727,0.6135782753901816,0.48456289517857365,0.6749261559421688,0.14462592944481933,0.8345574922414052,0.3538015750308484,0.2582926849886119,0.13706036977191338,0.9300078660346391,0.8874749679900253,0.7285887346096872,0.9693196877760235,0.6640313797712629,0.2745725500960273,0.47249075136272833,0.6420238987147032,0.7602440186826932,0.4166433610919802,0.8535489320780387,0.5222024450605707,0.9512201906352524
C00000465,ASESOR COMERCIAL JUNIOR 2,1,6,0.330885181452028,no,0.0,0.0,no,no,-0.0134806807443702,si,0.218193506992046,18,malo,malo,2.81936458696354,46,U,Femenino,Otros,otros,0.78,bueno,25,NO,0.8566660343430675,0.6568796380943713,0.47470793436443326,0.16782047541758816,0.013195084132392343,0.9647795062343257,0.23181514318516727,0.2589986716121654,0.03735771298027457,0.7026679521286128,0.2410858367148413,0.06231718181686374,0.06568993034565085,0.3996213949659947,0.5590604744913369,0.7700093458190449,0.13263884845825602,0.6759580500449808,0.3856564732520952,0.6544032674187226,0.18897943708044018,0.6319756793112494,0.5340824026089958,0.740536118377818,0.713643205992887,0.0715343059699659,0.5201191275994023,0.4086451783863656,0.8923975814427743,0.6766615106238786
C00000466,ASESOR COMERCIAL JUNIOR 1,0,2,0.400697726814019,no,0.0,0.0,no,no,0.00922220994259689,si,0.143750787058972,22,bueno,bueno,0.0,27,R,Masculino,Otros,otros,1.125,bueno,8,SI,0.8627389558569591,0.11967583573858631,0.6218645450707654,0.33367855319878037,0.6976994861600195,0.2930133952314239,0.7334637656945809,0.350963377921903,0.07010515006261497,0.9819486050974736,0.5692837932574782,0.9328457242698456,0.26620586146167025,0.7061340936257958,0.23697280729803727,0.8236515578303146,0.10757354700035704,0.7422818816386481,0.45632077935494153,0.3311774110237793,0.7026698525513583,0.2454317975528767,0.4133972147683943,0.479350058743476,0.5469573411087053,0.01753264575978697,0.13275177174905695,0.24973036894016198,0.8347590976901025,0.7428636068925111
C00000467,ASESOR COMERCIAL JUNIOR 1,0,0,0.354802748924562,si,0.00557141970327146,0.00247831028917145,no,no,0.0214074047382941,si,0.044231326178583,23,bueno,bueno,0.891265129662316,29,R,Masculino,Soltero,M_Soltero,1.2,bueno,30,SI,0.9829786230221189,0.5395892185471646,0.5290653463262778,0.37178426706154377,0.45268297330652396,0.6646760693427715,0.1998922059819237,0.6031608782832111,0.8962864065502681,0.024226657790432315,0.26294013244216363,0.995114266789263,0.8711373216729964,0.24499684403425248,0.671623437128693,0.297769698208886,0.6038139382710068,0.19184615977492026,0.4854973311172167,0.906358890711805,0.7338188892246289,0.07602868665402218,0.3839930294885102,0.5111488724224619,0.38909396032282206,0.7400435654429852,0.8308020022590992,0.6322621421176983,0.6459514374583921,0.06445257485747113
C00000468,ASESOR COMERCIAL SENIOR,1,0,0.297498022026823,si,0.0,0.0,no,no,0.00760135518555031,si,0.15928565670853,26,malo,malo,4.9006074564747,32,U,Femenino,Otros,otros,0.90551724137931,bueno,24,NO,0.07519484455359915,0.5097683685103161,0.6566483002442751,0.10075772517946047,0.4385799712868873,0.8395265715609916,0.34089520556901975,0.37804678744461684,0.7805749023354381,0.3128571130064953,0.07093170525041059,0.9697610524281906,0.8644904192404655,0.034981394212950656,0.5628279434366457,0.6970266065386461,0.9667925495198002,0.9181628959863426,0.3531368951061228,0.3057179386894071,0.6608276695051877,0.5019827600762184,0.7133053057677446,0.2958844228829224,0.8027975745423724,0.7944609014305783,0.2122402548884168,0.5208291002231448,0.9654637213989243,0.19009067745284047
C00000469,ASESOR COMERCIAL JUNIOR 2,0,2,0.24924886487972,si,0.00337841693773897,0.00399788193430283,no,no,0.0103097661770165,si,0.267133430119565,24,malo,malo,0.877912742761029,27,U,Masculino,Soltero,M_Soltero,1.0,bueno,30,SI,0.5765866344493911,0.4377952811070682,0.4407510500481997,0.8180271491314074,0.24154260133240602,0.7101388472839081,0.8129930678409719,0.8686738964440802,0.538433121028524,0.021392313148751008,0.06634875461694367,0.7725077891932319,0.36537496674590386,0.34400522978827786,0.8844380288233424,0.46312788227348733,0.5582347784162665,0.2187194029715911,0.28551926597470234,0.6150075674198747,0.9520666816454743,0.7180543952032236,0.8385561653566465,0.1163794091492455,0.608818391425693,0.987563173255362,0.9455021279214207,0.6633838404211476,0.35772451869615585,0.36664786810857264
C00000470,ASESOR COMERCIAL SENIOR,0,1,0.40419313527838,si,0.0148180670654739,0.0355436039160503,no,no,-0.00173203579338799,si,0.559405926266849,17,bueno,malo,0.843844686455989,28,R,Masculino,Soltero,M_Soltero,0.813793103448276,bueno,24,NO,0.27219431358727453,0.2517641028350621,0.3424752800983173,0.9143734564594762,0.7442362337462672,0.8839546721349856,0.30976975911364424,0.3542193129583493,0.9912567886331202,0.9860631757009996,0.2008535181910509,0.6752039825736207,0.5124112263843702,0.5417786200726477,0.80528813882952,0.6504714511469726,0.28460061415238647,0.34424183479243453,0.29429813106980596,0.3109386636692373,0.5547089787000735,0.39991091291255754,0.006839667819937945,0.2163981141654081,0.8160762319224867,0.8462070283724752,0.039318829809259936,0.9397929890484483,0.6492294210102698,0.24287428524493804
C00000471,ASESOR COMERCIAL JUNIOR 2,1,3,0.289050733947414,si,0.0,0.0,no,no,0.0274352891958141,si,0.0561220774926467,29,malo,bueno,0.644768398212161,34,U,Femenino,Casado,Casado,1.2,bueno,28,SI,0.8698713067002855,0.39186079955187003,0.7788232737726226,0.9273401195744916,0.7423626065787942,0.32189930954987944,0.5456634079163836,0.5556523770478802,0.6670903170359571,0.9103056916085469,0.04492450613343468,0.09967536699671953,0.27306884842194445,0.07570187496103553,0.735176638630264,0.7190094392058428,0.06749251371664289,0.2449571246553114,0.13416937412382868,0.8397283667250096,0.9175654876798082,0.645412378881237,0.04787060490152506,0.9411110925107607,0.7185012854881181,0.4596172210722551,0.3288202749483441,0.7617318249546868,0.20383294626235482,0.5890390257538791
C00000472,ASESOR COMERCIAL SENIOR,1,0,0.440218778438341,si,0.0,0.0,no,si,0.0244671938852841,si,0.0316571650268611,25,malo,bueno,0.854876066078571,36,U,Femenino,Soltero,F_Soltero,0.862068965517241,bueno,24,NO,0.37153911127349704,0.11919703551830663,0.8362197771711625,0.7676833795157116,0.7367491413251808,0.15404956107588041,0.7627715358056459,0.9004866028909624,0.7518852444987288,0.1935795534385828,0.4195203149961235,0.5457023005150965,0.5032825893919474,0.696841207051304,0.3195557906046341,0.6452929455055753,0.2247080862152957,0.1279492328559828,0.9183931146108135,0.49036291873176663,0.047146920036446716,0.10159361721448146,0.7823700961849799,0.46084028407888467,0.686337677207439,0.7644530608089971,0.11048371478739694,0.8714655023350716,0.7308290385066285,0.6769453934650864
C00000473,ASESOR COMERCIAL MASTER,0,2,0.346783029203974,no,0.0,0.0,no,no,-0.0174013645679671,si,0.0544495004181576,26,bueno,malo,2.35907504193513,31,U,Masculino,Otros,otros,0.961176470588235,bueno,24,NO,0.24306683327767253,0.4638008138425799,0.6679033446285791,0.5331478915471629,0.9532286055152984,0.5827513836856129,0.08961880873690486,0.5730923286747247,0.3843577712480709,0.5763623731276794,0.6391251995456771,0.5172557115861413,0.9176899051203886,0.8426909260730644,0.08954828034735751,0.9848079180610472,0.5677764203134453,0.28893322752493433,0.08411743505986957,0.2431079443016949,0.7113401352950629,0.6955592426983832,0.47609356843694783,0.27470399226133624,0.9538524140062514,0.1035515388846956,0.3746670565144661,0.0028381045040594133,0.14825074511891,0.03846829483458436
C00000474,ASESOR COMERCIAL JUNIOR 2,0,1,0.333826780438421,no,0.0,0.0,no,no,0.0283742613983652,si,0.085009524732805,23,bueno,bueno,0.855673571081765,32,R,Masculino,Soltero,M_Soltero,0.96,bueno,28,SI,0.9954437376123356,0.1583913260687545,0.6411081263594984,0.8408458699359422,0.29938036681522795,0.5254033597598438,0.03776645252251809,0.030065075659899576,0.5534141662544322,0.38122659344102716,0.55974784364336,0.6436413296301647,0.6780407530427808,0.8047153255523267,0.15853125859286232,0.4617196849123022,0.6126655778694282,0.10836324981575685,0.06257693252772445,0.8473937405883835,0.19529669335417987,0.9797293043916468,0.10829969975316989,0.7681432668797387,0.7504547999428409,0.7766820167023292,0.7485546770284233,0.3822161641236649,0.10549513076328876,0.5251020652104793
C00000475,ASESOR COMERCIAL JUNIOR 1,0,1,0.275500926519232,no,0.0,0.0,no,no,0.073397919270926,si,0.250940742835116,20,malo,bueno,1.1232171422177,34,U,Femenino,Soltero,F_Soltero,1.0,bueno,53,SI,0.20278599965298905,0.4946650041502165,0.12465150054378127,0.6098103582996514,0.12898305529343523,0.38688149068874556,0.47306093598719645,0.9384696940348819,0.4694134980933503,0.5356558784394034,0.8501948169427148,0.13390713154671263,0.30067702689607123,0.8317263141045252,0.24380541615880447,0.9427364718395626,0.13347512375007797,0.265499772485985,0.4301370536226816,0.006253559839209388,0.8041161785085388,0.24239309965525324,0.1085217081514458,0.1555981793957062,0.9600813686301479,0.39404724991436235,0.09897071187610507,0.7275890273038097,0.5729588369079545,0.7702076018775644
C00000476,ASESOR COMERCIAL JUNIOR 2,0,1,0.164626341027308,si,0.00147058823529412,0.00119588155281376,no,no,-0.0135370585450329,si,0.27090067368194,27,malo,malo,0.642284419472812,32,U,Masculino,Soltero,M_Soltero,1.08,bueno,28,SI,0.9401449024817633,0.1381997899818852,0.38932824337803784,0.46073845976285066,0.1520761966693579,0.5547764784933878,0.9337410708457262,0.2549712219496657,0.03395596563318071,0.007976960975486946,0.9923573530687936,0.9427190677232966,0.06348961174599255,0.6875929193467362,0.7247720528417076,0.4298323911920223,0.7880879336120312,0.054522927792067355,0.07379932978794534,0.7158541367373883,0.5947011016876067,0.18622673439465898,0.4824406076414808,0.07716542502761381,0.38807418015331574,0.04539038837033127,0.38195882275991966,0.5691049741573555,0.5454530283000281,0.9767384139641778
C00000477,ASESOR COMERCIAL JUNIOR 2,0,2,0.286990770136838,si,0.00246305418719212,0.000806106141814268,si,si,0.0132194232955661,si,0.0249822966002073,27,malo,bueno,0.848351587519763,24,R,Masculino,Soltero,M_Soltero,1.08,bueno,28,SI,0.04399360769667571,0.6193706205849391,0.9465496224406273,0.2706060447383264,0.9547002753553709,0.41391412421800744,0.6452231834852686,0.8629392762419789,0.10489180555656463,0.38718620931849157,0.561497559966303,0.28768515339278633,0.41199628444372294,0.6424235325109701,0.4300018184782092,0.847472644386953,0.02398023621898937,0.8919298454312864,0.9868675282584024,0.9538823807576158,0.24660937358452262,0.38681274331291493,0.4511526776120447,0.5697016817633905,0.9063142058117277,0.25497770176470425,0.30086555704579054,0.5868981556217477,0.10617126190218396,0.3231124888611784
C00000478,ASESOR COMERCIAL JUNIOR 2,1,3,0.124646798222752,si,0.028330658105939,0.0498665715226336,no,si,0.0173567551626525,si,0.0381672131754669,21,malo,malo,0.926266817655655,23,U,Masculino,Soltero,M_Soltero,0.82,bueno,24,NO,0.07834176049363084,0.07747525707005454,0.9677945369438793,0.21037704339658392,0.519139599248774,0.4691891873480025,0.6704063445343104,0.18801249301109113,0.7661939642225288,0.08280765848649951,0.005002698011079665,0.903495819344791,0.4016535515130978,0.23173834690816775,0.9448356769446196,0.1350352210292578,0.8281246611717031,0.5749708264531338,0.9381033125225462,0.12867263390783668,0.19952922681768703,0.11857707758166514,0.9068133876255816,0.6104735476566312,0.42672729515986996,0.8139244986023965,0.6310084712514308,0.07733493702228034,0.5102506921164593,0.632678376926859
C00000479,ASESOR COMERCIAL JUNIOR 2,0,0,0.319038569521379,no,0.0,0.0,no,no,-0.0162705761912066,si,0.231133909986294,23,bueno,malo,0.0,33,U,Femenino,Otros,otros,1.0,bueno,24,NO,0.2122172135746867,0.3105558428079439,0.12080126096456123,0.3440586851072033,0.02798539819324386,0.5981294866105623,0.8368138494169621,0.6908301247760088,0.5912229977461771,0.46633805580648924,0.9793816885942176,0.9411266071437355,0.5105436397375888,0.07749381404847921,0.32079923465313764,0.9786981647976308,0.4404499616809011,0.10799965369165643,0.8937466906786358,0.9019104479270074,0.31523826077310335,0.14938916602502839,0.15661961716034434,0.7099057318575631,0.29672157900555274,0.25840595014752565,0.6156726588644446,0.9289590364737111,0.9288552084529986,0.6162708335251893
C00000480,ASESOR COMERCIAL SENIOR,1,5,0.447389091902599,si,0.0,0.0,no,si,0.0085826781766172,si,0.169734417490695,21,malo,malo,1.58804037283089,40,U,Masculino,Otros,otros,0.724137931034483,bueno,23,NO,0.8325714259709704,0.9476251057173106,0.5892852182866096,0.9574383264536729,0.10883182526075674,0.5108496658527926,0.3831874509108453,0.1969226409249133,0.6998344146255303,0.9143886607552965,0.8773848078089284,0.390884520324807,0.6296658017647431,0.36356555443894456,0.9621521320526205,0.12795817450344604,0.8864083670640902,0.6603778992652939,0.06972522768274647,0.6441997578508641,0.1303031983069206,0.756180153120317,0.32228441573389643,0.5094647286923414,0.5381069233940284,0.27180292402173245,0.18340134041656697,0.266849852062904,0.9013739508086639,0.6559934241675672
C00000481,ASESOR COMERCIAL JUNIOR 2,0,2,0.374577078301683,no,0.0,0.0,no,no,0.036449317350251,si,0.122326750973755,26,bueno,malo,0.0,24,R,Femenino,Soltero,F_Soltero,1.02,bueno,29,SI,0.09580365490937692,0.8785617085286745,0.796296489584542,0.4975759303184466,0.33270908547337863,0.7846510065729297,0.4030651473701613,0.7814890614759742,0.7506941009291644,0.6580246796457431,0.18830728871433144,0.5916847006227127,0.21203079719997842,0.6356119068866041,0.9266617214721125,0.9368445087542754,0.7931573137798105,0.7463192348047699,0.6009230655038519,0.009676825241165421,0.8917726273898652,0.1928241451286239,0.5249600843622484,0.24669139317097455,0.8538092865865684,0.5934756848877247,0.8268119227735892,0.20633340055879357,0.12112345880066155,0.510011738714808
C00000482,ASESOR COMERCIAL SENIOR,0,0,0.304786149678242,si,0.00469742413549753,0.00148371788060214,no,si,0.0178489300022252,si,0.010997824557856,24,malo,bueno,3.48027264048535,27,U,Masculino,Soltero,M_Soltero,0.827586206896552,bueno,23,NO,0.9742188259468696,0.5340872500008765,0.772825393725181,0.9065527885908167,0.7675388681530075,0.5048943203467308,0.08744686689137893,0.43015678365485666,0.318850358350389,0.8291929346943526,0.6455969930488469,0.694264178291462,0.696970135835412,0.5165223106701317,0.2678516216089706,0.5142725436809206,0.0720750599665243,0.10705109692469983,0.8378608796743097,0.9904041887056476,0.7392975695430293,0.586198847297805,0.9368080320136508,0.6980675402149247,0.8053582200288969,0.529700081780598,0.15801337023794726,0.6536422093394287,0.10625970510291816,0.06125266419112885
C00000483,ASESOR COMERCIAL SENIOR,1,3,0.255046244219473,si,0.00455583229555832,0.000854156959712681,no,no,0.0297336043971292,si,0.0405011197505783,22,malo,bueno,0.893103212423806,35,U,Masculino,Casado,Casado,0.758620689655172,bueno,23,NO,0.18020430909992002,0.3423511231694699,0.058764777893996145,0.33560840577105433,0.7605609897428202,0.5919756017145043,0.5283028490350673,0.9475180741255127,0.9889230389562524,0.9831836959163687,0.226792826743495,0.813619662699983,0.6164959595411499,0.5814054768728942,0.771705041990745,0.20165284118112003,0.8038284655971883,0.04140161556821853,0.768663225336168,0.4609180274053992,0.6459023268613289,0.316762140507283,0.5180233526391651,0.8267223690731532,0.6124075724976583,0.7217400998904152,0.5911300544079997,0.6987587253472272,0.059172110957667834,0.7473744007510355
C00000484,ASESOR COMERCIAL JUNIOR 2,0,0,0.365983524786555,no,0.0,0.0,si,si,0.0137630159268903,si,0.344267836502343,25,bueno,malo,0.936952707790022,26,U,Femenino,Otros,otros,1.025,bueno,27,SI,0.7758352830579578,0.13115217954079417,0.308847574179291,0.17987242000476034,0.2464084991964658,0.6306467585797352,0.8968728729720831,0.91552526818008,0.7935499117705013,0.9666993261095597,0.5710045853824446,0.40469884351208774,0.6309220673082003,0.273234940237967,0.33068174379898285,0.3386003863432867,0.7561441830095029,0.3035857591672958,0.5985353950564168,0.467647839605151,0.5367848642899488,0.4721967553447456,0.5299463611844131,0.3116321054719915,0.9952597972108473,0.3171778604451586,0.008782363064193888,0.3244099778317493,0.14973888821604275,0.6039802802573895
C00000485,ASESOR COMERCIAL JUNIOR 2,0,2,0.191817873577927,si,0.00754832525693594,0.00738520130853003,no,no,0.0330454893760866,si,0.000261353748478147,27,bueno,bueno,0.895401087641507,32,R,Masculino,Casado,Casado,1.29,bueno,29,SI,0.4025238202490874,0.9313644604566161,0.35799954762434105,0.16346243292125828,0.06041538438635086,0.5829622941579437,0.0980942976019632,0.9821469957980514,0.8787921384376718,0.8316689239493966,0.0189052539110256,0.25405308281107,0.13857931783725153,0.7170733484629441,0.2718533320392571,0.3185104186720452,0.9275200933711042,0.4767272321906846,0.8097056407085539,0.7035015724012619,0.632502428345085,0.49689764702032835,0.9673557159561641,0.2715581769328804,0.03156287762535437,0.4218164350973985,0.5261089481991714,0.47695977079201846,0.7139075606371151,0.0009242138288154678
C00000486,ASESOR COMERCIAL SENIOR,1,3,0.164650588814061,no,0.0,0.0,no,si,0.0387342821987218,si,0.055000008305226,31,malo,malo,0.895047913793816,28,U,Masculino,Soltero,M_Soltero,1.06896551724138,bueno,23,NO,0.19609331140498676,0.9993192868996015,0.40231898418130896,0.8354976016058366,0.6576032981278649,0.2878072812490743,0.6431414724748286,0.061082373334760076,0.7428920891153353,0.7800332701262621,0.5320859560661257,0.03436514712706362,0.09621051749510312,0.24105649939056928,0.9085141854849217,0.8840806705675102,0.18136229861629782,0.28221033113054694,0.8233725533699556,0.3845068386018541,0.30853764356044866,0.611035486583421,0.5515584827178633,0.27091880039249605,0.6467740332866613,0.7442043838351587,0.2460007178909036,0.6223500397381052,0.7010195911707312,0.7370346026131998
C00000487,ASESOR COMERCIAL JUNIOR 2,1,3,0.299978875050516,si,0.0,0.0,no,no,0.0112104352402884,si,0.180470766701869,20,malo,bueno,1.41706221653793,26,U,Femenino,Soltero,F_Soltero,0.96,bueno,23,NO,0.931795372620451,0.10708032206666951,0.48443511718273446,0.6682383320194086,0.1573820956802977,0.30566439100298415,0.8305457418553249,0.18362383137384963,0.23970003198344836,0.9914919891503162,0.7335960897855449,0.9498940514671692,0.22225690134513298,0.06588608591083445,0.34320305799377004,0.2593764857715859,0.6456331750658707,0.3656809316046862,0.16817323597267453,0.9286215842201049,0.7647498079438475,0.3219837069006074,0.6121114867218742,0.9641294391449723,0.8012468637873557,0.3510052977556356,0.8567155302164032,0.5588894089407098,0.4695466455168812,0.7367145800203843
C00000488,ASESOR COMERCIAL JUNIOR 2,1,1,0.326231677524145,si,0.00544850680720246,0.00299498968182739,no,si,-0.00508302248955948,si,0.275776328689679,23,malo,malo,0.98914425471255,30,U,Masculino,Soltero,M_Soltero,0.92,bueno,28,SI,0.5634631851973851,0.9139106306292507,0.7034821933222238,0.05936378591100444,0.5684935733008685,0.503491550488815,0.10551965042478095,0.5194622042690191,0.03354177162302863,0.4577000860232203,0.3620503962015833,0.10072555849116849,0.16331654485228853,0.5091026066282283,0.7425171193502892,0.14901080878715967,0.6156592886464025,0.37518328837577564,0.9534173595767587,0.03182179415637121,0.6520228322368409,0.245946528261478,0.9748064497100108,0.6721477368708818,0.5131066297291365,0.18399318578274304,0.6820033417820298,0.5136231053169009,0.2599524721302132,0.5743352984873036
C00000489,ASESOR COMERCIAL JUNIOR 1,1,3,0.292261351147569,si,0.0438782489740082,0.0106883438212474,no,no,0.0223869125247985,si,0.253759952271093,19,malo,malo,0.0,28,R,Femenino,Soltero,F_Soltero,1.00833333333333,bueno,29,SI,0.28486872142314645,0.7164779267679933,0.4855549794478121,0.1994306712781132,0.4222481063602218,0.8825948828204446,0.9009986001778577,0.8405277256606017,0.22349160865827766,0.35016936665098897,0.4186797517144284,0.2690112989426615,0.8721412501004121,0.36865806845019333,0.47831702219434613,0.8367390480582565,0.02292330895759387,0.9289744229034784,0.9989143115907045,0.19382806805170338,0.8844763657888858,0.2694052253507119,0.918547858535984,0.26317511934682936,0.7076770563870299,0.49523214384871117,0.06652094788010421,0.5014641556300707,0.8303299643808003,0.7599359917356896
C00000490,ASESOR COMERCIAL JUNIOR 2,1,1,0.466453170766101,si,0.00447806050891605,0.000319356563804155,no,no,0.0100879337747348,si,0.116824392254387,22,malo,malo,0.130904882220979,30,U,Femenino,Otros,otros,0.96,bueno,27,NO,0.01300746054487889,0.5970614317684872,0.5512510944266968,0.2035648490615528,0.7119047710071889,0.07255415223946415,0.8517266443743138,0.39150969165455973,0.6071074080375508,0.7975964738078591,0.025203274600070436,0.9608625780326565,0.10545254997248543,0.08568428579248577,0.25159069332168116,0.42422335769589004,0.7978602007338861,0.7957235811267074,0.5722251509386691,0.5006945166778262,0.773361998062193,0.22434104049605874,0.6793054735787093,0.688032697119099,0.5357773006878521,0.994518879774588,0.4240509225641971,0.3891652820970205,0.47524028058011303,0.7924949059895104
